"";"genes";"logFC.RNA";"AveExpr.RNA";"t.RNA";"P.Value.RNA";"adj.P.Val.RNA";"B.RNA";"logFC.ATAC";"AveExpr.ATAC";"t.ATAC";"P.Value.ATAC";"adj.P.Val.ATAC";"B.ATAC"
"101";"ACAP3";-0,159444037058282;6,63302183993397;-1,50476536891063;0,147032573659303;0,999718359855294;-4,4448283445115;0,100007288276696;4,86600483738421;1,24791556033458;0,227260356530999;0,339893819182992;-6,03535962067548
"102";"ACAT1";0,341431470562878;4,45963056331156;1,25097141812428;0,224477700649341;0,999718359855294;-4,54656086836563;0,184422789867893;5,58773718078048;2,10240150421;0,0491151430474205;0,116225891354357;-4,84076347210623
"103";"ACAT2";-0,141567627231475;5,79348071748226;-0,611428116503971;0,547370719259801;0,999718359855294;-4,71839136639436;0,337947307180018;6,23266616296132;3,52518522646261;0,00226909699046947;0,0173286448761865;-1,94236038863458
"104";"ACBD3";-0,0489269558944265;5,15929274079321;-0,349140309122438;0,730403225309512;0,999718359855294;-4,74526226681249;0,1219888988136;5,22933870925528;1,54198710038596;0,139608586214701;0,235705411483771;-5,71573730586132
"105";"ACBD4";-0,10575126241882;3,4778592893775;-0,644560988763819;0,526075858093197;0,999718359855294;-4,66117101371476;0,143713374328832;6,35240506855913;2,28571393825795;0,0339610920478335;0,0930695012827194;-4,50384511774036
"106";"ACBD5";0,0764165200230478;5,39864896038136;0,460495903760338;0,649815299223971;0,999718359855294;-4,73783188821382;0,0358662302483097;5,56976413660375;0,528230400285131;0,603470288252113;0,704877685348638;-6,76759712197198
"107";"ACBD6";-0,00143554401903678;4,96446304464844;-0,0154698271194074;0,987800981202012;0,999718359855294;-4,76061621244173;0,250847890209645;5,5415565892188;2,92524042075059;0,00869884142835764;0,0401859962692308;-3,23473412208562
"108";"ACBD7";0,00998360065444009;0,432252049397039;0,0218289681529582;0,982787075005878;0,999718359855294;-4,62236276243512;0,315195052626652;5,69762712874321;3,96952571780068;0,000824814010144713;0,00924276876073929;-0,955151161596323
"109";"ACCS";-0,0576133322007366;3,20534743406684;-0,222594853529134;0,82596609995075;0,999718359855294;-4,69075115087137;-0,139853361494024;6,26562881292686;-1,88856785619579;0,0743531280657079;0,151884661113213;-5,20472650766407
"110";"ACD";-0,0551044479240206;5,69051837786391;-0,470356762137731;0,642868616873399;0,999718359855294;-4,74139410215884;0,13415485024105;6,23636224254493;2,1924570550219;0,0410323131868276;0,10452340422745;-4,67935504128756
"111";"ACE";0,346953618948939;1,08689634897565;0,292196089796112;0,772956683283073;0,999718359855294;-4,63181227988268;-0,456575246753724;3,61463194843794;-2,29103829228234;0,0335934250901689;0,0924573435173978;-4,02894927804505
"112";"ACER2";-0,372606292008102;0,0761563986712435;-1,06971928158647;0,296688573386136;0,999718359855294;-4,59276714726532;-0,0086412443165873;5,24318163016079;-0,126808466909317;0,900427677877921;0,933264390489306;-6,87338800400897
"113";"ACER3";0,0417699750651597;4,350291311321;0,294219296693957;0,771431245453088;0,999718359855294;-4,7258231113746;-0,169475801341584;4,44923841510495;-1,84745030836648;0,0803525223950606;0,159843294743974;-5,06544338054971
"114";"ACIN1";-0,0181492304182793;8,13815759319213;-0,205057956805778;0,839468862786245;0,999718359855294;-4,75655225986512;0,261173205945183;6,01025547730887;4,38362480940757;0,000321077306565792;0,00516298117679302;-0,0279285403642735
