"";"genes";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"IRF2BPL";"IRF2BPL";-0,267423345588263;5,87085961655808;-1,32257013206811;0,199970536409063;0,365429576693349;-5,34553576351934
"CD226";"CD226";0,470800757971024;4,94147869231044;1,32224717747925;0,200076197613326;0,365483320380852;-5,2401385780714
"LACTB";"LACTB";-0,342801027253702;4,576575687932;-1,32219473207815;0,200093360320967;0,365483320380852;-5,21161661794706
"ZMAT5";"ZMAT5";0,183840384373977;5,58855762737912;1,31983848293087;0,200865629319337;0,366808296248265;-5,32401057800457
"NOTCH3";"NOTCH3";-1,8660245282495;4,31405536004932;-1,31955981148733;0,200957118750092;0,366889746668098;-4,89869661847661
"ATG101";"ATG101";-0,401502064557032;6,76620439909058;-1,3191645540704;0,201086939882271;0,367041125397428;-5,38053955442645
"NENF";"NENF";-0,414810303503836;6,77351958582209;-1,31896304039734;0,201153151676096;0,36707635537907;-5,38138541490588
"TIPIN";"TIPIN";0,258356330486174;5,16205533767519;1,31867250064534;0,201248644955823;0,367164991088672;-5,28181644040639
"HVCN1";"HVCN1";0,277965008539049;3,81712487338103;1,31834232511329;0,201357208543113;0,367277425839128;-4,84126926930605
"SPATA13";"SPATA13";0,419324086292606;6,09992304038175;1,31814300413086;0,201422768559953;0,367311387551067;-5,35699715806615
"CXCL16";"CXCL16";-1,61793543226688;4,07961950981808;-1,31728815230402;0,201704132838795;0,367738778998968;-4,82317683698054
"TCF7L1";"TCF7L1";-0,943674528277013;2,80508305256133;-1,31617692546602;0,202070338707575;0,368319043658482;-4,60222965324303
"FBRS";"FBRS";0,240586668761448;7,54547790318006;1,31601439041011;0,202123945788236;0,368319043658482;-5,36679137760921
"ARHGAP35";"ARHGAP35";-0,179932827032576;5,84558685481357;-1,31589413423218;0,202163615656636;0,368319043658482;-5,35708458648152
"GEMIN4";"GEMIN4";-0,12201126618501;4,57187792246313;-1,31532612458727;0,202351071722384;0,36857475238074;-5,20838086422532
"TSC22D2";"TSC22D2";-0,202725427978885;3,96157489629048;-1,31504727254553;0,202443148869198;0,368656653456242;-4,98004998819003
"STARD4";"STARD4";0,398085338870163;5,43870559263002;1,31427292714761;0,202699009800792;0,368952691825387;-5,30822604026894
"HMG20B";"HMG20B";-0,196877380302819;7,12378134319307;-1,31426988463794;0,202700015611162;0,368952691825387;-5,38203862369671
"ZFYVE26";"ZFYVE26";-0,204747459640354;4,55016291809042;-1,31395570946835;0,202803898417665;0,369053809343897;-5,21524251714764
